danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dance_style
0.763,0.542,-3.984,0.0721,0.0136,6.07e-06,0.0345,0.805,160.956,Contemporary
0.464,0.284,-14.977,0.0307,0.778,0.0,0.695,0.458,147.137,Hip Hop
0.177,0.986,-17.508,0.0673,0.69,0.995,0.121,0.00749,100.348,Ballet
0.743,0.495,-6.462,0.048,0.0309,0.0,0.252,0.396,102.117,Contemporary
0.55,0.334,-10.73,0.0288,0.517,0.000169,0.101,0.143,72.235,Contemporary
0.666,0.654,-7.627,0.0497,0.83,0.864,0.11,0.665,73.975,Ballet
0.688,0.886,-3.133,0.0488,0.0968,6.72e-05,0.123,0.823,130.003,K-Pop
0.363,0.00954,-26.702,0.0405,0.978,0.627,0.113,0.573,130.581,Ballet
0.572,0.675,-8.347,0.047,0.332,0.0,0.147,0.613,141.559,Salsa
0.81,0.789,-5.08,0.0846,0.191,1.08e-05,0.467,0.77,105.009,Salsa
0.785,0.702,-10.195,0.0495,0.00222,0.0724,0.258,0.525,126.024,Breaking
0.699,0.544,-10.173,0.041,0.348,0.654,0.215,0.323,119.917,Hip Hop
0.586,0.487,-9.29,0.0341,0.769,0.0001,0.181,0.693,123.897,Salsa
0.509,0.881,-5.302,0.0497,0.00489,0.0,0.359,0.509,141.881,Contemporary
0.696,0.462,-9.152,0.036,0.695,2.47e-05,0.113,0.526,124.377,Hip Hop
0.647,0.765,-6.459,0.06,0.111,0.0,0.315,0.855,79.994,Contemporary
0.34,0.309,-12.98,0.05,0.855,0.903,0.168,0.153,176.899,Contemporary
0.774,0.672,-4.351,0.0621,0.276,1.82e-05,0.111,0.307,107.956,Hip Hop
0.673,0.795,-6.061,0.0534,0.714,3.11e-05,0.146,0.938,120.573,Salsa
0.59,0.783,-11.708,0.0433,0.713,0.116,0.4,0.74,120.515,K-Pop
0.763,0.762,-7.379,0.0573,0.00339,0.603,0.167,0.486,107.043,Contemporary
0.561,0.283,-15.499,0.109,0.904,0.927,0.121,0.332,176.006,Ballet
0.825,0.763,-7.916,0.0742,0.291,1.73e-05,0.58,0.766,119.98,Contemporary
0.546,0.786,-9.486,0.212,0.349,1.35e-06,0.109,0.434,99.798,Contemporary
0.374,0.0263,-26.165,0.0539,0.977,0.77,0.0908,0.0664,82.93,Ballet
0.408,0.533,-6.871,0.0536,0.235,0.0,0.345,0.239,140.069,Hip Hop
0.782,0.69,-7.811,0.0708,0.00909,0.000661,0.359,0.429,99.944,Contemporary
0.711,0.871,-7.145,0.0572,0.246,0.000143,0.273,0.537,124.985,Breaking
0.222,0.0456,-20.891,0.0385,0.993,0.964,0.231,0.0881,128.662,Ballet
0.573,0.726,-7.904,0.0293,0.571,1.18e-05,0.333,0.766,98.005,K-Pop
0.801,0.623,-7.861,0.0982,0.107,0.00393,0.0853,0.801,104.982,Hip Hop
0.753,0.554,-9.392,0.0411,0.348,4.89e-05,0.0934,0.327,98.111,K-Pop
0.726,0.652,-7.764,0.11,0.00451,3.32e-05,0.226,0.803,163.879,Contemporary
0.461,0.526,-10.668,0.0506,0.00142,0.861,0.108,0.0401,120.011,Breaking
0.671,0.192,-11.036,0.0627,0.976,0.000537,0.0944,0.67,121.908,Salsa
0.598,0.764,-6.289,0.0592,0.0623,0.00302,0.387,0.669,200.042,Breaking
0.468,0.783,-4.68,0.153,0.681,9.75e-05,0.342,0.671,110.227,Contemporary
0.504,0.978,-2.371,0.0592,0.0224,0.573,0.14,0.107,175.009,K-Pop
0.553,0.846,-5.146,0.0673,0.0283,0.000319,0.0616,0.488,95.046,Breaking
0.727,0.634,-12.025,0.063,0.00235,0.842,0.0999,0.333,92.001,Hip Hop
0.392,0.429,-10.279,0.0462,0.527,0.015,0.217,0.105,72.104,Contemporary
0.62,0.507,-7.234,0.145,0.622,0.443,0.0615,0.661,76.713,K-Pop
0.253,0.503,-22.325,0.0542,0.606,0.989,0.457,1e-05,98.513,Ballet
0.787,0.472,-12.824,0.0832,0.221,0.000336,0.153,0.824,120.059,Contemporary
0.331,0.937,-5.829,0.0723,0.00567,0.0271,0.107,0.657,163.978,Breaking
0.607,0.405,-8.607,0.0265,0.539,6.7e-06,0.231,0.233,129.543,Contemporary
0.436,0.9,-1.965,0.0466,0.483,0.0,0.125,0.961,79.604,K-Pop
0.5,0.871,-3.924,0.0553,0.000565,0.114,0.327,0.357,87.509,Breaking
0.839,0.974,-6.99,0.0655,0.00113,0.481,0.0261,0.813,125.006,Breaking
0.765,0.787,-6.114,0.0792,0.0544,0.0,0.099,0.477,127.933,Salsa
0.639,0.479,-8.257,0.0511,0.323,0.0,0.123,0.791,80.993,K-Pop
0.362,0.212,-10.707,0.0319,0.922,0.00238,0.139,0.138,144.851,K-Pop
0.698,0.789,-4.936,0.163,0.132,0.0091,0.366,0.492,123.016,Ballet
0.647,0.857,-5.017,0.0508,0.0148,0.000188,0.0883,0.447,92.007,Breaking
0.859,0.599,-9.738,0.145,0.511,0.0,0.11,0.183,98.008,Hip Hop
0.668,0.528,-10.047,0.0348,0.115,0.864,0.312,0.711,99.404,Hip Hop
0.601,0.947,-9.37,0.0316,6.93e-05,0.825,0.351,0.659,140.009,Breaking
0.708,0.809,-4.129,0.0611,0.178,1.62e-06,0.368,0.625,134.053,Hip Hop
0.325,0.107,-17.44,0.0389,0.983,0.0,0.1,0.346,109.271,Ballet
0.873,0.743,-5.099,0.189,0.0918,3.71e-06,0.0817,0.881,96.084,Salsa
0.616,0.79,-4.78,0.0787,0.246,0.733,0.0913,0.556,80.036,Hip Hop
0.334,0.0399,-25.468,0.0367,0.984,0.934,0.111,0.111,98.711,Ballet
0.528,0.617,-7.592,0.0387,0.833,0.0,0.388,0.856,160.228,Salsa
0.645,0.37,-8.955,0.0367,0.82,0.0,0.177,0.53,126.029,K-Pop
0.582,0.693,-5.048,0.0465,0.114,0.0,0.13,0.341,125.904,K-Pop
0.556,0.762,-14.145,0.0478,0.0225,0.61,0.362,0.332,109.995,Ballet
0.553,0.842,-3.303,0.0427,0.393,0.0,0.0461,0.93,197.14,K-Pop
0.883,0.495,-11.389,0.169,0.704,0.87,0.13,0.678,85.01,Ballet
0.657,0.9,-6.148,0.0374,0.0335,0.000115,0.119,0.745,119.668,Breaking
0.269,0.867,-3.77,0.0567,0.0681,0.00151,0.169,0.0399,74.998,Breaking
0.394,0.443,-12.441,0.0371,0.239,0.0,0.782,0.38,67.532,Salsa
0.355,0.111,-21.544,0.0448,0.985,0.905,0.0804,0.158,103.004,Ballet
0.249,0.24,-12.083,0.0348,0.979,0.0117,0.0935,0.0697,71.431,Ballet
0.692,0.624,-6.492,0.0337,0.368,0.0,0.108,0.487,132.896,Hip Hop
0.22,0.276,-11.045,0.0342,0.718,0.0,0.118,0.176,81.924,Ballet
0.75,0.585,-7.576,0.0285,0.049,0.00552,0.155,0.584,102.331,Contemporary
0.769,0.567,-7.01,0.0583,0.591,0.899,0.117,0.652,119.974,Ballet
0.745,0.437,-10.64,0.0533,0.27,0.0,0.336,0.286,109.967,Contemporary
0.622,0.665,-8.752,0.0362,0.16,0.936,0.279,0.457,115.014,Hip Hop
0.49,0.907,-4.063,0.108,0.000427,0.0,0.116,0.21,132.057,Breaking
0.833,0.67,-7.313,0.194,0.046,0.0,0.0468,0.7,92.991,Hip Hop
0.215,0.158,-25.836,0.0436,0.947,0.846,0.691,0.238,95.096,Ballet
0.75,0.676,-10.783,0.0466,0.000533,0.883,0.0556,0.943,129.689,Breaking
0.608,0.514,-4.782,0.0451,0.23,0.226,0.052,0.313,139.647,Hip Hop
0.595,0.723,-13.668,0.0424,0.000991,0.934,0.0915,0.733,125.623,Breaking
0.463,0.872,-7.425,0.0574,0.00964,5.68e-05,0.199,0.842,142.534,Ballet
0.731,0.946,-2.429,0.108,0.0488,0.0,0.173,0.883,139.948,Breaking
0.63,0.376,-9.814,0.0252,0.416,0.000179,0.0954,0.347,100.969,Contemporary
0.564,0.818,-5.118,0.0559,0.255,1.91e-05,0.092,0.341,95.016,Contemporary
0.569,0.683,-5.685,0.0473,0.624,0.00755,0.0959,0.549,100.21,Salsa
0.741,0.612,-16.309,0.0413,0.133,0.92,0.108,0.624,117.029,Breaking
0.745,0.599,-6.428,0.0459,0.407,0.0,0.162,0.283,141.985,Hip Hop
0.671,0.281,-15.427,0.0357,0.827,0.85,0.108,0.115,128.02,K-Pop
0.72,0.711,-6.926,0.0457,0.309,0.0,0.492,0.713,148.223,Hip Hop
0.486,0.825,-10.004,0.147,0.326,0.0,0.369,0.829,135.736,Hip Hop
0.8,0.66,-4.903,0.158,0.158,0.02,0.14,0.634,117.923,Breaking
0.564,0.913,-3.65,0.182,0.505,7.15e-06,0.221,0.962,144.967,K-Pop
0.613,0.508,-8.489,0.0343,0.275,8.28e-06,0.0809,0.327,144.106,Contemporary
0.585,0.7,-8.591,0.0847,0.0851,0.245,0.103,0.951,177.596,Hip Hop
0.258,0.477,-10.935,0.0425,0.0339,0.828,0.718,0.035,136.239,Hip Hop
0.349,0.853,-3.759,0.0481,0.557,0.0,0.313,0.675,131.966,K-Pop
0.74,0.799,-5.656,0.2,0.246,0.0,0.165,0.874,82.508,Hip Hop
0.507,0.51,-8.271,0.0336,0.849,0.0169,0.116,0.434,106.208,Ballet
0.705,0.924,-6.783,0.177,0.00576,0.927,0.36,0.378,154.008,Breaking
0.718,0.58,-5.149,0.028,0.602,0.0,0.196,0.31,97.979,Contemporary
0.774,0.54,-8.186,0.0303,0.134,0.00019,0.129,0.639,120.025,Contemporary
0.445,0.936,-3.706,0.0628,0.00556,5.02e-06,0.173,0.301,136.003,K-Pop
0.521,0.155,-12.147,0.0286,0.947,9.32e-06,0.103,0.16,75.003,Ballet
0.514,0.495,-6.806,0.0333,0.724,0.0,0.227,0.756,110.839,Hip Hop
0.804,0.905,-4.719,0.0603,0.182,0.000887,0.407,0.713,112.024,Salsa
0.424,0.929,-3.601,0.0925,0.119,0.0,0.289,0.548,81.984,K-Pop
0.521,0.365,-10.914,0.0317,0.626,0.012,0.185,0.324,143.789,Contemporary
0.577,0.749,-3.826,0.0278,0.00752,1.27e-05,0.131,0.847,134.193,Contemporary
0.699,0.434,-9.4,0.0325,0.555,3.48e-06,0.248,0.977,104.956,Hip Hop
0.766,0.651,-3.546,0.0952,0.211,2.51e-06,0.144,0.488,121.995,K-Pop
0.797,0.631,-12.201,0.0748,0.0184,0.00112,0.403,0.732,139.006,Hip Hop
0.678,0.943,-4.734,0.0363,0.0163,4.17e-05,0.0798,0.828,149.952,K-Pop
0.816,0.645,-5.435,0.0402,0.517,0.0,0.0724,0.74,94.965,Hip Hop
0.419,0.173,-25.105,0.0393,0.984,0.924,0.0825,0.171,140.307,K-Pop
0.695,0.832,-4.998,0.0388,0.24,0.0,0.0524,0.949,100.777,Salsa
0.714,0.736,-3.801,0.0457,0.191,0.0,0.0553,0.814,149.985,K-Pop
0.378,0.934,-3.702,0.107,0.0013,0.0149,0.322,0.602,159.829,Breaking
0.569,0.85,-3.914,0.0369,0.0148,0.0,0.245,0.551,122.042,Breaking
0.636,0.972,-2.692,0.0984,0.614,0.000142,0.335,0.646,120.472,Salsa
0.723,0.572,-10.617,0.0263,0.317,0.000912,0.152,0.785,120.286,Hip Hop
0.445,0.362,-8.871,0.0501,0.985,0.0385,0.122,0.308,115.115,Salsa
0.565,0.701,-4.098,0.0445,0.144,0.0,0.125,0.421,150.9,Hip Hop
0.9,0.655,-7.259,0.0746,0.346,0.0,0.104,0.885,96.032,Salsa
0.312,0.562,-6.495,0.0298,0.123,0.165,0.136,0.513,185.718,Contemporary
0.494,0.602,-10.39,0.188,0.926,7.75e-05,0.607,0.603,109.234,Salsa
0.639,0.737,-5.026,0.0327,0.788,0.0737,0.283,0.719,120.773,K-Pop
0.604,0.768,-4.718,0.0437,0.169,0.0,0.282,0.426,151.348,Salsa
0.339,0.624,-4.755,0.0313,0.421,1.36e-05,0.126,0.408,200.332,Hip Hop
0.717,0.859,-3.402,0.0344,0.198,0.0,0.13,0.703,118.97,Salsa
0.594,0.801,-4.14,0.0459,0.483,0.0,0.196,0.594,108.071,K-Pop
0.658,0.477,-8.903,0.153,0.569,0.0,0.257,0.456,138.559,Hip Hop
0.696,0.814,-7.823,0.038,0.00393,0.858,0.114,0.0422,129.942,Breaking
0.486,0.403,-9.602,0.107,0.958,0.0,0.103,0.269,79.376,Salsa
0.612,0.78,-5.123,0.0814,0.0781,0.0,0.0593,0.554,92.059,K-Pop
0.749,0.961,-6.518,0.0874,0.00512,0.0,0.175,0.859,116.037,K-Pop
0.581,0.429,-10.007,0.0326,0.18,0.00106,0.128,0.504,123.802,Hip Hop
0.633,0.723,-5.733,0.143,0.107,0.0,0.0818,0.688,103.101,K-Pop
0.682,0.941,-3.294,0.0371,0.0289,0.00899,0.25,0.922,156.099,K-Pop
0.516,0.879,-8.289,0.0339,0.00789,7.35e-05,0.305,0.886,139.907,K-Pop
0.537,0.782,-7.91,0.0801,0.276,0.841,0.132,0.057,125.999,Breaking
0.313,0.144,-17.434,0.0306,0.417,0.668,0.0731,0.044,96.658,Ballet
0.647,0.45,-12.358,0.0339,0.563,6.89e-05,0.143,0.339,94.962,Contemporary
0.458,0.655,-6.856,0.0318,0.516,0.0,0.203,0.38,80.174,K-Pop
0.595,0.548,-8.978,0.0245,0.444,0.00183,0.782,0.349,96.007,Salsa
0.871,0.496,-9.29,0.0721,0.035,2.83e-05,0.0742,0.287,93.033,Hip Hop
0.423,0.899,-4.389,0.0498,0.000582,0.608,0.262,0.327,173.994,Breaking
0.698,0.916,-7.359,0.0491,0.00054,0.924,0.102,0.148,128.017,Breaking
0.83,0.75,-6.056,0.0781,0.0899,0.0,0.225,0.564,116.963,K-Pop
0.559,0.465,-6.219,0.0241,0.524,1.07e-06,0.12,0.324,79.961,Contemporary
0.601,0.486,-10.852,0.116,0.862,0.0204,0.336,0.514,67.607,Hip Hop
0.57,0.665,-10.711,0.0272,0.368,0.376,0.157,0.674,120.538,Ballet
0.626,0.609,-7.699,0.0717,0.971,0.00328,0.484,0.908,78.336,Salsa
0.694,0.605,-9.876,0.0869,0.000211,0.739,0.108,0.313,127.68,Breaking
0.636,0.936,-2.65,0.0729,0.177,0.0,0.0879,0.415,124.034,Breaking
0.382,0.9,-4.938,0.0685,0.018,0.0,0.0911,0.644,79.965,Contemporary
0.77,0.0663,-24.472,0.16,0.641,0.887,0.106,0.331,75.004,Ballet
0.62,0.852,-6.39,0.0644,0.38,0.0,0.662,0.68,93.533,Salsa
0.562,0.968,-1.497,0.0953,0.000233,0.293,0.346,0.613,134.933,K-Pop
0.598,0.867,-7.618,0.0408,0.0117,0.154,0.0739,0.535,163.819,Breaking
0.591,0.74,-6.557,0.0491,0.17,0.0,0.342,0.498,101.565,Salsa
0.808,0.849,-11.605,0.0537,0.000919,0.883,0.112,0.318,116.996,Breaking
0.803,0.575,-6.917,0.0697,0.0344,0.000406,0.533,0.704,85.018,Hip Hop
0.342,0.707,-7.844,0.043,0.188,0.369,0.149,0.0552,76.924,Ballet
0.793,0.805,-6.239,0.0765,0.339,0.883,0.138,0.305,130.008,Hip Hop
0.63,0.884,-2.974,0.156,0.321,0.0,0.352,0.408,68.005,K-Pop
0.739,0.773,-6.225,0.0408,0.71,3.57e-06,0.0753,0.961,177.14,Salsa
0.894,0.722,-4.72,0.044,0.0341,0.117,0.0796,0.696,123.017,Breaking
0.566,0.436,-6.837,0.0274,0.677,0.892,0.133,0.129,136.084,K-Pop
0.365,0.994,-12.283,0.063,0.772,0.999,0.257,0.0356,98.227,Ballet
0.568,0.98,-4.368,0.151,0.00131,1.4e-06,0.436,0.65,160.1,K-Pop
0.542,0.746,-3.802,0.0263,0.0565,0.0,0.126,0.504,82.039,K-Pop
0.384,0.235,-20.69,0.0332,0.885,0.852,0.0874,0.193,95.95,Ballet
0.711,0.748,-4.044,0.0831,0.13,0.0,0.546,0.844,167.972,Salsa
0.5,0.603,-8.818,0.0486,0.885,1.68e-06,0.563,0.773,120.533,Salsa
0.353,0.199,-14.643,0.0497,0.968,0.856,0.113,0.194,71.631,Ballet
0.666,0.55,-9.321,0.0497,0.032,0.00198,0.185,0.471,110.029,Hip Hop
0.199,0.9,-14.243,0.117,0.301,0.989,0.441,0.0129,111.241,Ballet
0.671,0.668,-9.562,0.0425,0.474,0.0026,0.0642,0.925,107.472,Salsa
0.41,0.221,-11.673,0.0315,0.768,0.0,0.106,0.228,139.529,Contemporary
0.582,0.821,-4.304,0.0497,0.0354,0.121,0.083,0.0373,86.013,Breaking
0.198,0.0762,-26.676,0.0397,0.965,0.935,0.106,0.333,143.503,Ballet
0.765,0.724,-7.143,0.0368,0.0805,0.323,0.0819,0.783,125.032,Salsa
0.686,0.749,-5.37,0.0533,0.466,1.83e-06,0.0942,0.41,114.982,Contemporary
0.364,0.225,-12.155,0.0326,0.663,0.947,0.127,0.105,143.914,Ballet
0.617,0.423,-8.195,0.102,0.781,0.0,0.329,0.769,132.578,Salsa
0.92,0.513,-9.469,0.0521,0.652,1.3e-06,0.0477,0.903,102.018,Salsa
0.519,0.609,-9.415,0.0299,0.505,0.0,0.23,0.623,137.941,Ballet
0.31,0.279,-13.552,0.0308,0.815,0.0,0.318,0.377,79.397,Contemporary
0.436,0.0216,-25.869,0.042,0.99,0.943,0.132,0.112,74.874,Ballet
0.213,0.334,-11.623,0.0354,0.76,0.0,0.27,0.211,86.492,Salsa
0.676,0.79,-5.043,0.0486,0.392,4.11e-06,0.0745,0.518,94.936,Contemporary
0.249,0.107,-24.753,0.0379,0.992,0.896,0.688,0.0534,129.351,Ballet
0.556,0.43,-6.134,0.0551,0.398,0.0,0.0845,0.322,169.617,Contemporary
0.678,0.668,-6.706,0.0613,0.0122,5.19e-06,0.53,0.391,124.015,Breaking
0.559,0.613,-7.891,0.0343,0.231,3.47e-06,0.0742,0.213,109.947,Hip Hop
0.606,0.825,-6.638,0.0626,0.00565,0.804,0.0929,0.0703,173.964,Breaking
0.512,0.165,-12.687,0.033,0.899,0.236,0.0979,0.0869,140.81,Contemporary
0.428,0.146,-14.043,0.0351,0.867,0.0,0.116,0.227,124.588,Contemporary
0.758,0.862,-6.573,0.0518,0.0193,0.38,0.406,0.371,149.992,Breaking
0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015,Contemporary
0.668,0.701,-4.45,0.0451,0.152,0.0,0.108,0.894,159.658,Salsa
0.482,0.754,-6.243,0.0515,0.571,0.0,0.72,0.862,109.362,Salsa
0.534,0.941,-2.561,0.077,0.00204,0.00615,0.102,0.573,95.008,K-Pop
0.65,0.632,-8.374,0.037,0.388,0.00875,0.134,0.352,97.046,Breaking
0.549,0.81,-5.688,0.0328,0.0122,0.0,0.344,0.53,133.021,K-Pop
0.196,0.435,-24.807,0.195,0.633,0.193,0.659,0.644,59.802,Ballet
0.705,0.927,-2.701,0.0776,0.0327,0.0,0.0705,0.945,159.978,Contemporary
0.482,0.832,-6.947,0.0474,0.00284,0.0,0.349,0.22,134.012,Salsa
0.727,0.672,-4.782,0.0426,0.181,0.0,0.189,0.135,94.006,Contemporary
0.74,0.804,-2.187,0.0546,0.411,0.0,0.0578,0.791,150.013,K-Pop
0.467,0.483,-10.804,0.0482,0.748,0.013,0.0369,0.723,95.889,Salsa
0.301,0.0949,-22.734,0.0344,0.986,0.957,0.137,0.0589,93.53,Ballet
0.578,0.756,-5.82,0.115,0.157,0.000232,0.249,0.663,176.739,Contemporary
0.766,0.39,-9.57,0.106,0.642,1.36e-06,0.114,0.462,95.038,Hip Hop
0.684,0.687,-4.673,0.201,0.0164,0.0,0.253,0.265,184.034,Hip Hop
0.698,0.719,-4.923,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,Breaking
0.522,0.637,-8.956,0.0354,0.398,2.76e-06,0.0993,0.391,141.919,Ballet
0.439,0.99,-2.203,0.119,0.00122,0.0,0.167,0.476,107.687,Breaking
0.77,0.51,-5.469,0.192,0.137,0.000106,0.0346,0.533,188.067,Hip Hop
0.57,0.703,-5.51,0.0486,0.313,5.92e-06,0.0556,0.598,172.025,Ballet
0.471,0.557,-9.696,0.0277,0.413,7.61e-06,0.267,0.26,127.164,Hip Hop
0.718,0.739,-7.585,0.0407,0.0132,0.0,0.0796,0.906,148.429,Hip Hop
0.365,0.417,-8.091,0.0259,0.47,0.0,0.17,0.192,79.944,Ballet
0.174,0.288,-8.649,0.0388,0.876,4.01e-06,0.0918,0.289,78.793,K-Pop
0.607,0.418,-9.501,0.0274,0.518,2.2e-05,0.126,0.405,136.019,Salsa
0.625,0.598,-6.6,0.0373,0.616,0.0,0.299,0.5,90.078,Contemporary
0.678,0.659,-4.049,0.0508,0.155,0.0,0.103,0.913,185.993,Salsa
0.393,0.957,-3.914,0.101,0.000748,0.0,0.302,0.523,186.04,K-Pop
0.519,0.546,-9.368,0.0763,0.0827,0.0,0.133,0.0862,115.799,Hip Hop
0.686,0.914,-2.48,0.126,0.000848,0.0523,0.133,0.662,172.037,Breaking
0.685,0.71,-7.26,0.0509,0.863,2.75e-05,0.363,0.857,90.065,Salsa
0.606,0.488,-7.339,0.0255,0.597,0.0982,0.184,0.468,81.019,Contemporary
0.294,0.294,-9.848,0.0301,0.9,2.48e-05,0.103,0.18,75.217,Contemporary
0.645,0.772,-5.747,0.0413,0.103,5.22e-05,0.125,0.443,101.815,Salsa
0.0655,0.588,-25.297,0.214,0.00637,0.51,0.348,0.029,76.561,Ballet
0.655,0.499,-10.039,0.0444,0.566,0.768,0.111,0.266,140.002,Hip Hop
0.721,0.924,-2.85,0.117,0.0401,0.0009,0.0634,0.4,134.91,Breaking
0.418,0.293,-11.182,0.0285,0.812,0.000131,0.106,0.133,137.747,Contemporary
0.659,0.878,-4.532,0.032,0.178,0.0,0.297,0.881,79.972,Hip Hop
0.659,0.879,-4.545,0.0451,0.00074,0.606,0.111,0.104,129.964,Breaking
0.592,0.703,-9.091,0.0572,0.717,2.54e-06,0.082,0.702,76.75,K-Pop
0.614,0.752,-2.775,0.0499,0.15,0.0,0.354,0.718,93.976,K-Pop
0.405,0.717,-6.322,0.0705,0.137,0.0,0.369,0.812,116.837,Salsa
0.779,0.72,-4.702,0.2,0.149,0.0,0.212,0.62,94.021,K-Pop
0.216,0.048,-22.023,0.0419,0.967,0.157,0.0902,0.0595,73.322,Ballet
0.56,0.309,-14.849,0.0305,0.851,0.915,0.317,0.165,119.869,Ballet
0.631,0.769,-4.234,0.0334,0.377,5.56e-06,0.11,0.765,126.968,K-Pop
0.543,0.926,-6.759,0.0446,0.387,0.456,0.0667,0.604,80.501,Contemporary
0.671,0.723,-8.217,0.028,0.0737,0.000204,0.114,0.955,120.02,Salsa
0.783,0.834,-9.728,0.0382,0.00215,0.0401,0.0316,0.971,136.776,Hip Hop
0.493,0.204,-15.263,0.0512,0.9,0.000253,0.226,0.39,116.639,Salsa
0.785,0.187,-15.433,0.0713,0.942,0.948,0.109,0.516,144.292,Ballet
0.192,0.091,-21.512,0.0443,0.925,0.73,0.119,0.129,113.15,Ballet
0.886,0.708,-5.915,0.0911,0.107,0.0114,0.044,0.965,109.976,Hip Hop
0.772,0.453,-10.827,0.0364,0.648,1.63e-05,0.0858,0.759,116.448,Salsa
0.733,0.627,-8.707,0.073,0.444,0.0,0.211,0.894,109.007,Contemporary
0.781,0.298,-13.298,0.122,0.235,0.923,0.101,0.733,139.942,Ballet
0.789,0.564,-8.222,0.136,0.0623,0.0,0.138,0.445,93.683,Hip Hop
0.66,0.891,-7.813,0.104,0.197,0.829,0.108,0.192,148.001,Breaking
0.522,0.914,-8.285,0.0379,0.000164,0.847,0.24,0.0364,137.939,Hip Hop
0.543,0.358,-8.927,0.151,0.546,0.0,0.226,0.441,110.457,Hip Hop
0.414,0.712,-6.815,0.0379,0.0486,0.0,0.529,0.185,143.957,Ballet
0.616,0.67,-9.982,0.0363,0.00443,0.806,0.109,0.674,143.957,Hip Hop
0.574,0.817,-4.627,0.0377,0.166,0.0,0.211,0.832,140.99,K-Pop
0.716,0.906,-3.539,0.0719,0.00424,0.0,0.0547,0.763,101.029,K-Pop
0.354,0.0368,-22.43,0.0451,0.983,0.96,0.109,0.157,92.885,Ballet
0.713,0.868,-6.644,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,Hip Hop
0.601,0.276,-17.906,0.0264,0.717,0.0,0.191,0.697,91.56,K-Pop
0.739,0.853,-6.539,0.0296,0.0217,0.00357,0.057,0.652,123.509,Hip Hop
0.637,0.892,-5.284,0.0809,0.00464,0.0,0.199,0.845,130.01,Hip Hop
0.797,0.667,-3.975,0.0382,0.473,0.0,0.0908,0.286,120.036,K-Pop
0.671,0.581,-8.418,0.155,0.392,0.0,0.195,0.482,119.336,K-Pop
0.515,0.317,-10.286,0.0283,0.816,0.0,0.0973,0.512,79.91,Contemporary
0.583,0.602,-6.364,0.0274,0.368,0.0,0.22,0.388,74.008,Contemporary
0.2,0.166,-16.184,0.0335,0.94,0.0405,0.103,0.116,84.683,Ballet
0.414,0.939,-4.229,0.0653,0.0136,8.68e-06,0.627,0.147,139.951,Breaking
0.674,0.774,-7.567,0.0892,0.0686,0.00188,0.393,0.33,112.05,Breaking
0.684,0.391,-11.558,0.0646,0.718,0.235,0.202,0.454,85.006,Hip Hop
0.67,0.652,-7.765,0.191,0.112,0.0,0.383,0.861,87.961,Hip Hop
0.667,0.424,-10.12,0.0385,0.762,2.15e-05,0.11,0.183,129.615,Salsa
0.779,0.618,-7.471,0.0467,0.608,0.000204,0.102,0.854,120.961,Hip Hop
0.774,0.595,-5.202,0.048,0.615,0.0,0.391,0.546,76.022,Salsa
0.667,0.674,-10.106,0.0448,0.000722,0.921,0.103,0.202,133.01,Breaking
0.644,0.892,-1.1,0.0567,0.13,0.000113,0.0893,0.767,180.044,Contemporary
0.854,0.674,-6.434,0.143,0.0565,5.88e-06,0.0793,0.65,113.031,Contemporary
0.754,0.962,-5.544,0.201,0.228,0.0778,0.391,0.348,126.99,Breaking
0.481,0.792,-4.189,0.0363,0.00573,0.0,0.0951,0.463,150.076,K-Pop
0.404,0.43,-8.313,0.0336,0.779,0.000172,0.0941,0.51,106.322,Contemporary
0.494,0.464,-5.747,0.0315,0.153,0.0,0.354,0.471,167.882,K-Pop
0.567,0.00581,-22.772,0.119,0.995,0.941,0.0984,0.606,68.139,Ballet
0.785,0.595,-11.848,0.162,0.0777,0.863,0.1,0.727,122.97,Hip Hop
0.174,0.235,-14.816,0.0422,0.228,0.894,0.113,0.0347,117.351,Ballet
0.861,0.712,-8.835,0.0992,0.118,0.000105,0.0715,0.849,125.003,Breaking
0.531,0.311,-13.318,0.083,0.981,0.000999,0.124,0.625,116.734,Salsa
0.539,0.845,-7.192,0.0471,0.527,0.548,0.103,0.0595,75.005,Breaking
0.43,0.0947,-20.02,0.0363,0.989,0.884,0.219,0.322,130.473,Ballet
0.313,0.208,-13.376,0.0388,0.988,0.881,0.148,0.113,113.125,Ballet
0.404,0.193,-12.501,0.0305,0.794,0.000296,0.103,0.273,77.026,Hip Hop
0.509,0.761,-5.947,0.0441,0.122,0.0,0.137,0.71,176.054,Contemporary
0.335,0.865,-4.672,0.0944,0.0027,0.276,0.107,0.411,149.85,Breaking
0.464,0.845,-3.791,0.0371,0.145,0.0077,0.239,0.662,171.839,K-Pop
0.639,0.459,-10.431,0.0298,0.86,0.002,0.0781,0.294,95.01,Contemporary
0.843,0.628,-2.738,0.0408,0.601,0.0,0.0808,0.974,115.041,Hip Hop
0.579,0.683,-7.365,0.0404,0.552,0.0,0.664,0.924,163.719,Salsa
0.734,0.691,-7.119,0.0314,0.645,4.49e-06,0.0897,0.965,129.372,Breaking
0.669,0.894,-3.775,0.0304,0.013,0.0,0.0998,0.602,139.991,Salsa
